transaction_date,unique_transaction_identifier,source_system,bu_sk,sub_market_allocation_flag,transaction_no,transaction_line_no,transaction_type,item_no,range_offer,sales_channel,created_net_quantity,created_sales_net_amount_euro,created_sales_gross_amount_euro
2024-05-31 00:00:00,5MONWN2TYIXW,POS_V3,4,N,136178,2,CARD,2567890,SEASONAL,STORE,2,394.5,473.07
2024-05-31 00:00:00,F13H8BIVJEC9,POS_V3,4,N,136179,2,CARD,2789012,STANDARD,STORE,6,1244.21,1490.57
2024-05-31 00:00:00,15O8ZQR4LJYC,POS_V2,4,N,136180,6,ONLINE_PAY,2789012,STANDARD,CLICK_AND_COLLECT,4,748.72,889.66
2024-05-31 00:00:00,O28RY09MNOVZ,POS_V2,5,N,136181,7,ONLINE_PAY,123456,STANDARD,ONLINE,3,598.48,715.81
2024-05-31 00:00:00,2L10JH2MNG3Y,POS_V2,5,N,136182,6,CARD,234567,SEASONAL,STORE,1,191.55,233.45
2024-05-31 00:00:00,KJBZRX21GY2L,POS_V2,5,N,136183,1,CARD,234567,SEASONAL,STORE,1,171.84,211.58
2024-05-31 00:00:00,AROVV0PO2E1R,POS_V2,5,N,136184,5,CARD,345678,STANDARD,STORE,3,620.72,747.94
2024-05-31 00:00:00,TLYN0L01USY4,POS_V3,5,N,136185,1,CARD,345678,FAMILY,STORE,2,381.19,461.82
2024-05-31 00:00:00,H83AKP90L4U8,POS_V2,5,N,136186,2,CARD,345678,STANDARD,STORE,1,207.35,255.41
2024-05-31 00:00:00,4IEWO4E89NI0,POS_V2,5,N,136187,1,ONLINE_PAY,456789,SEASONAL,ONLINE,3,686.56,824.01
2024-05-31 00:00:00,9EWWFL6ZZ9UI,POS_V2,5,N,136188,7,CASH,678901,STANDARD,STORE,1,218.91,268.52
2024-05-31 00:00:00,OHCC6RWYZWK5,POS_V3,5,N,136189,3,CARD,789012,STANDARD,STORE,4,817.35,999.75
2024-05-31 00:00:00,QXW5GXQ5D1H2,POS_V2,5,N,136190,8,CARD,789012,FAMILY,STORE,1,200.29,241.64
2024-05-31 00:00:00,L3CSVNU33LGQ,POS_V2,5,N,136191,3,CARD,789012,STANDARD,STORE,1,200.09,243.95
2024-05-31 00:00:00,L6GM6DLMY2MF,POS_V2,5,N,136192,7,CASH,789012,STANDARD,STORE,3,588.83,702.3
2024-05-31 00:00:00,O75MYBGDHO83,POS_V2,5,N,136193,4,CASH,789012,SEASONAL,STORE,1,212.44,258.98
2024-05-31 00:00:00,FMQA93S16W0W,POS_V2,5,N,136194,3,ONLINE_PAY,1012345,SEASONAL,ONLINE,3,683.23,834.21
2024-05-31 00:00:00,AVEUX2QULVRE,POS_V2,5,N,136195,6,CARD,1012345,STANDARD,STORE,2,446.57,540.98
2024-05-31 00:00:00,FP9N8NE5AZYK,POS_V2,5,N,136196,5,CARD,1012345,SEASONAL,STORE,3,628.34,766.04
2024-05-31 00:00:00,Y44305C7TJ09,POS_V3,5,N,136197,10,CARD,1123456,FAMILY,STORE,1,223.51,276.74
2024-05-31 00:00:00,LGLK00SUE6YK,POS_V2,5,N,136198,3,ONLINE_PAY,1123456,SEASONAL,ONLINE,1,208.59,257.14
2024-05-31 00:00:00,AZNBKKBSC7DB,POS_V3,5,N,136199,7,CASH,1123456,FAMILY,STORE,2,439.19,529.23
2024-05-31 00:00:00,VPB3LQOC03M9,POS_V3,5,N,136200,6,ONLINE_PAY,1123456,STANDARD,CLICK_AND_COLLECT,4,886.58,1072.25
2024-05-31 00:00:00,9FV70MZMVZIR,POS_V2,5,N,136201,7,CARD,1345678,FAMILY,STORE,3,715.48,873.72
2024-05-31 00:00:00,BLN9P1XNIVH1,POS_V3,5,N,136202,4,CASH,1456789,FAMILY,STORE,4,741.97,888.02
2024-05-31 00:00:00,YVDL2A5EICGJ,POS_V3,5,N,136203,2,CASH,1567890,FAMILY,STORE,1,191.57,228.84
2024-05-31 00:00:00,IFQQ9VDQE2CA,POS_V2,5,N,136204,5,CARD,1678901,SEASONAL,STORE,3,601.49,711.55
2024-05-31 00:00:00,4JJKHQ4TV6PA,POS_V2,5,N,136205,7,CARD,1678901,STANDARD,STORE,3,661.84,802.98
2024-05-31 00:00:00,EM1OOT5T4RGO,POS_V3,5,N,136206,5,CASH,1678901,SEASONAL,STORE,3,650.77,806.21
2024-05-31 00:00:00,Q6UZH292H0BM,POS_V2,5,N,136207,10,CARD,1678901,STANDARD,STORE,3,640.18,763.12
2024-05-31 00:00:00,WLAL64OF3XZZ,POS_V2,5,N,136208,3,CASH,1789012,FAMILY,STORE,2,402.43,498.28
2024-05-31 00:00:00,UNELKN66T91I,POS_V2,5,N,136209,1,CARD,1890123,FAMILY,STORE,3,611.62,724.49
2024-05-31 00:00:00,04BSMJ34Z8SM,POS_V3,5,N,136210,3,CASH,1901234,FAMILY,STORE,2,403.57,483.83
2024-05-31 00:00:00,HT16DX2GSGGT,POS_V2,5,N,136211,1,CASH,2123456,STANDARD,STORE,1,209.09,256.32
2024-05-31 00:00:00,MDH2R534IY8E,POS_V3,5,N,136212,2,CARD,2123456,STANDARD,STORE,2,427.67,508.99
2024-05-31 00:00:00,OIOFQYYLP4YF,POS_V2,5,N,136213,6,CARD,2123456,FAMILY,STORE,1,212.15,258.37
2024-05-31 00:00:00,5C0FJ6AZE848,POS_V3,5,N,136214,2,CARD,2234567,STANDARD,STORE,4,836.06,1012.23
2024-05-31 00:00:00,YECCJ4LFK3R9,POS_V2,5,N,136215,5,CASH,2345678,SEASONAL,STORE,3,613.58,740.09
2024-05-31 00:00:00,ACWR25HGETV6,POS_V2,5,N,136216,3,CARD,2345678,STANDARD,STORE,4,810.03,964.65
2024-05-31 00:00:00,4DXC62241SQG,POS_V2,5,N,136217,3,CARD,2456789,SEASONAL,STORE,4,786.8,963.71
2024-05-31 00:00:00,Z1WKK3S5VL6N,POS_V3,5,N,136218,3,CARD,2456789,STANDARD,STORE,1,208.81,250.98
2024-05-31 00:00:00,R7TJWOUJ9T2E,POS_V2,5,N,136219,7,CASH,2678901,SEASONAL,STORE,1,197.52,237.19
2024-05-31 00:00:00,5TKB7096D9PZ,POS_V2,5,N,136220,6,CARD,2789012,FAMILY,STORE,1,192.45,238.35
2024-05-31 00:00:00,L2BQP9G1K373,POS_V2,5,N,136221,6,CARD,2901234,FAMILY,STORE,4,939.64,1143.83
2024-05-31 00:00:00,GEUKEM72LLQ1,POS_V2,5,N,136222,5,CASH,3012345,SEASONAL,STORE,4,817.79,1007.95
2024-05-31 00:00:00,97J4HM3RQ1NB,POS_V3,6,N,136223,2,ONLINE_PAY,234567,SEASONAL,ONLINE,4,685.22,843.44
2024-05-31 00:00:00,GGS6L8CKDJ1C,POS_V2,6,N,136224,1,CARD,345678,STANDARD,STORE,8,1584.58,1912.74
2024-05-31 00:00:00,NY2043EE4TD5,POS_V2,6,N,136225,3,CASH,345678,STANDARD,STORE,13,2604.48,3102.08
2024-05-31 00:00:00,5Y0RLXAR4N0X,POS_V2,6,N,136226,2,ONLINE_PAY,345678,FAMILY,ONLINE,10,1922.48,2336.18
2024-05-31 00:00:00,5MRBV28ZVVYA,POS_V2,6,N,136227,9,CASH,567890,SEASONAL,STORE,4,852.28,1040.58
2024-05-31 00:00:00,RPXYPVPN5IJA,POS_V2,6,N,136228,10,CASH,678901,FAMILY,STORE,10,2071.72,2467.14
2024-05-31 00:00:00,EK93HT62B4RD,POS_V2,6,N,136229,5,ONLINE_PAY,1012345,SEASONAL,CLICK_AND_COLLECT,8,1701,2015.78
2024-05-31 00:00:00,22Y14EEM4I7B,POS_V3,6,N,136230,5,ONLINE_PAY,1012345,SEASONAL,ONLINE,10,2076.64,2496.08
2024-05-31 00:00:00,LZ1EC5OUPX87,POS_V3,6,N,136231,7,CARD,1012345,FAMILY,STORE,2,455.3,538.84
2024-05-31 00:00:00,TAUTKZBAL03K,POS_V2,6,N,136232,5,ONLINE_PAY,1012345,SEASONAL,ONLINE,8,1757.76,2167.34
2024-05-31 00:00:00,075GD1ON3QNT,POS_V2,6,N,136233,8,ONLINE_PAY,1123456,SEASONAL,ONLINE,8,1575.12,1923.78
2024-05-31 00:00:00,WAGYCI0BLUZ9,POS_V2,6,N,136234,3,CARD,1234567,STANDARD,STORE,11,2327.77,2785.86
2024-05-31 00:00:00,M56QEW62IKK5,POS_V3,6,N,136235,4,CASH,1234567,FAMILY,STORE,13,2810.12,3457.76
2024-05-31 00:00:00,NI2GL4ZCUUBE,POS_V3,6,N,136236,7,CASH,1345678,SEASONAL,STORE,8,1847.02,2199.64
2024-05-31 00:00:00,0H2SPYSUQC2Q,POS_V3,6,N,136237,5,CARD,1345678,STANDARD,STORE,6,1394.96,1692.74
2024-05-31 00:00:00,MDKLGUTIHJIP,POS_V2,6,N,136238,2,ONLINE_PAY,1456789,STANDARD,ONLINE,13,2488.52,3039.7
2024-05-31 00:00:00,DED79Y1ON1NF,POS_V2,6,N,136239,7,CASH,1456789,SEASONAL,STORE,8,1406.08,1676.96
2024-05-31 00:00:00,F7PD28E3MR5X,POS_V2,6,N,136240,4,CASH,1901234,SEASONAL,STORE,2,408.38,487.5
2024-05-31 00:00:00,G97S7EBBJUAG,POS_V3,6,N,136241,10,ONLINE_PAY,2123456,STANDARD,ONLINE,13,2713.95,3348.35
2024-05-31 00:00:00,NJ6ZAI8WA1VS,POS_V2,6,N,136242,4,ONLINE_PAY,2123456,STANDARD,ONLINE,2,477.44,568.66
2024-05-31 00:00:00,RJSZ2F8BLSP2,POS_V3,6,N,136243,6,CARD,2456789,FAMILY,STORE,2,384.92,463.1
2024-05-31 00:00:00,SHHATMZJ7I0X,POS_V3,6,N,136244,3,ONLINE_PAY,2678901,SEASONAL,ONLINE,2,376.5,455.24
2024-05-31 00:00:00,ILLWSEUDJ02Y,POS_V2,6,N,136245,10,ONLINE_PAY,2890123,FAMILY,ONLINE,11,2219.56,2649.88
2024-05-31 00:00:00,J4Q0OPPUWFTP,POS_V2,6,N,136246,8,ONLINE_PAY,2890123,SEASONAL,ONLINE,13,2760.72,3376.32
2024-05-31 00:00:00,IP3EFIGKIJD6,POS_V2,6,N,136247,7,CASH,2890123,STANDARD,STORE,2,419.86,513.42
2024-05-31 00:00:00,4QSGJFV68HZ5,POS_V2,6,N,136248,5,ONLINE_PAY,2901234,SEASONAL,ONLINE,4,861.2,1045.52
2024-05-31 00:00:00,I9QPREVCXDUY,POS_V2,6,N,136249,2,ONLINE_PAY,2901234,FAMILY,ONLINE,10,2301.38,2824.16
2024-05-31 00:00:00,YO7T7TQ72083,POS_V2,6,N,136250,8,CARD,3012345,STANDARD,STORE,2,435.96,524.84
2024-05-31 00:00:00,8JSX1S2VF3YK,POS_V3,7,N,136251,7,CARD,123456,FAMILY,STORE,5,1051.91,1304.13
2024-05-31 00:00:00,1ZLXCPXAJ7EJ,POS_V2,7,N,136252,9,CASH,234567,FAMILY,STORE,5,890.16,1094.15
2024-05-31 00:00:00,MZG2S190YG3A,POS_V2,7,N,136253,10,CARD,234567,FAMILY,STORE,6,1132.06,1384.82
2024-05-31 00:00:00,1BB6BYLOHUZX,POS_V2,7,N,136254,6,CARD,234567,SEASONAL,STORE,3,577.17,685.52
2024-05-31 00:00:00,U6TS3WDAG11R,POS_V3,7,N,136255,5,ONLINE_PAY,234567,STANDARD,ONLINE,1,188.74,230.03
2024-05-31 00:00:00,BICO40K76E36,POS_V2,7,N,136256,4,CARD,345678,SEASONAL,STORE,8,1702.01,2032.96
2024-05-31 00:00:00,FY1P975LAVUY,POS_V2,7,N,136257,3,CARD,345678,FAMILY,STORE,9,1847.47,2288.71
2024-05-31 00:00:00,YNKXX56M8XQ4,POS_V3,7,N,136258,3,ONLINE_PAY,567890,FAMILY,CLICK_AND_COLLECT,1,207.73,249.82
2024-05-31 00:00:00,QCPX4XYVDKL9,POS_V2,7,N,136259,2,CARD,567890,STANDARD,STORE,1,185.65,222.77
2024-05-31 00:00:00,JYMQCOGZMSMJ,POS_V2,7,N,136260,4,CASH,789012,SEASONAL,STORE,6,1257.78,1520.63
2024-05-31 00:00:00,B7WA7BZY4SPN,POS_V3,7,N,136261,7,ONLINE_PAY,789012,FAMILY,ONLINE,4,829.84,1012.49
2024-05-31 00:00:00,0BODYF42B2H5,POS_V3,7,N,136262,10,CASH,789012,FAMILY,STORE,1,219.71,266.01
2024-05-31 00:00:00,9NX3S4337UKY,POS_V3,7,N,136263,10,CARD,901234,STANDARD,STORE,3,689.88,819.39
2024-05-31 00:00:00,Y2HFP4SJ6I7T,POS_V2,7,N,136264,2,CARD,1234567,SEASONAL,STORE,6,1249.44,1535.64
2024-05-31 00:00:00,G0RSW8TFMP6T,POS_V3,7,N,136265,4,CARD,1456789,SEASONAL,STORE,6,1205.45,1484.36
2024-05-31 00:00:00,8BWO67E5XM2R,POS_V3,7,N,136266,3,ONLINE_PAY,1567890,FAMILY,ONLINE,1,189.06,225.3
2024-05-31 00:00:00,X5LQAZ97O83O,POS_V3,7,N,136267,1,CARD,1567890,FAMILY,STORE,8,1654.49,1952.43
2024-05-31 00:00:00,P7R25UIIMTZJ,POS_V2,7,N,136268,5,ONLINE_PAY,1789012,STANDARD,ONLINE,1,213.06,252.53
2024-05-31 00:00:00,WVGJJUDPR8WL,POS_V3,7,N,136269,9,ONLINE_PAY,1789012,FAMILY,CLICK_AND_COLLECT,4,785.97,965.05
2024-05-31 00:00:00,8Q2M4EMVXDX7,POS_V2,7,N,136270,4,CARD,1890123,FAMILY,STORE,9,1910.7,2272.8
2024-05-31 00:00:00,HR2FJKBBMXFY,POS_V2,7,N,136271,9,CARD,2345678,FAMILY,STORE,8,1632.92,1949.23
2024-05-31 00:00:00,EUM3YZ67E1SD,POS_V3,7,N,136272,1,CARD,2456789,STANDARD,STORE,6,1228.38,1485.66
2024-05-31 00:00:00,15CRZS9GW24H,POS_V2,7,N,136273,5,CASH,2456789,FAMILY,STORE,6,1204.96,1489.98
2024-05-31 00:00:00,O2F5OV35KDEF,POS_V2,7,N,136274,3,CARD,2678901,SEASONAL,STORE,6,1199.83,1449.96
2024-05-31 00:00:00,H7PGINEMKN37,POS_V3,7,N,136275,4,ONLINE_PAY,2678901,FAMILY,ONLINE,3,530.75,629.29
2024-05-31 00:00:00,FZGSWMPKI3V2,POS_V2,7,N,136276,9,ONLINE_PAY,2789012,STANDARD,ONLINE,3,554.52,679.2
2024-05-31 00:00:00,UADANDHW12UK,POS_V2,7,N,136277,7,ONLINE_PAY,2789012,STANDARD,ONLINE,9,1859.49,2263.53
2024-05-31 00:00:00,HVAECOAECTIN,POS_V2,7,N,136278,4,CASH,2890123,STANDARD,STORE,3,619.71,736.91
2024-05-31 00:00:00,O3BZR89B9Z91,POS_V3,7,N,136279,1,CARD,2901234,STANDARD,STORE,3,640.42,761.91
2024-05-31 00:00:00,5ESE9T7P9ONF,POS_V2,7,N,136280,8,ONLINE_PAY,2901234,FAMILY,ONLINE,1,215.36,265.02
2024-05-31 00:00:00,KDMGP09XR2TM,POS_V2,7,N,136281,2,ONLINE_PAY,3012345,STANDARD,CLICK_AND_COLLECT,6,1392.02,1673.06
2024-05-31 00:00:00,KYH38AX3CLMI,POS_V3,7,N,136282,5,ONLINE_PAY,3012345,FAMILY,ONLINE,9,2069.79,2472.85
2024-05-31 00:00:00,3GPVWAJC15J9,POS_V2,7,N,136283,2,CARD,3012345,STANDARD,STORE,1,213.54,260.95
2024-05-31 00:00:00,PZYMVIP4YW72,POS_V2,8,N,136284,2,ONLINE_PAY,123456,SEASONAL,ONLINE,15,3088.71,3726.92
2024-05-31 00:00:00,7V9UA5YMNO7F,POS_V3,8,N,136285,9,ONLINE_PAY,123456,STANDARD,ONLINE,11,2293.61,2816.04
2024-05-31 00:00:00,U40YH9MM0VJ8,POS_V2,8,N,136286,1,ONLINE_PAY,123456,FAMILY,ONLINE,2,430.64,531.04
2024-05-31 00:00:00,MCGZQPYWWH9P,POS_V2,8,N,136287,2,CASH,234567,FAMILY,STORE,13,2390.14,2847.69
2024-05-31 00:00:00,P10K2LRXQYDM,POS_V3,8,N,136288,1,ONLINE_PAY,901234,STANDARD,CLICK_AND_COLLECT,13,3179.89,3875.13
2024-05-31 00:00:00,E6MQSBGSIVR1,POS_V3,8,N,136289,5,CASH,1123456,STANDARD,STORE,6,1204.5,1463.56
2024-05-31 00:00:00,UT9F34KIF595,POS_V2,8,N,136290,1,ONLINE_PAY,1345678,STANDARD,CLICK_AND_COLLECT,8,1717.88,2083.46
2024-05-31 00:00:00,IXMD4G83P6D3,POS_V3,8,N,136291,6,CASH,1345678,FAMILY,STORE,15,3509.53,4172.46
2024-05-31 00:00:00,MMAO12FQAV4X,POS_V3,8,N,136292,8,ONLINE_PAY,1456789,STANDARD,ONLINE,13,2440.69,2927.56
2024-05-31 00:00:00,WOR2ZA8F6JGY,POS_V2,8,N,136293,4,ONLINE_PAY,1567890,STANDARD,ONLINE,15,3187.44,3846.75
2024-05-31 00:00:00,N5YNM0ZVFKCM,POS_V3,8,N,136294,2,ONLINE_PAY,1567890,STANDARD,CLICK_AND_COLLECT,11,2207.02,2696.19
2024-05-31 00:00:00,RIRFNLITPZBS,POS_V2,8,N,136295,4,CARD,1901234,SEASONAL,STORE,4,753.52,917.24
2024-05-31 00:00:00,9C47TLFE29EN,POS_V3,8,N,136296,5,ONLINE_PAY,2123456,STANDARD,ONLINE,4,917.98,1086.38
2024-05-31 00:00:00,S4P51G0L2V98,POS_V3,8,N,136297,8,ONLINE_PAY,2345678,SEASONAL,ONLINE,4,758,901.94
2024-05-31 00:00:00,HPJUCWLZ2GJP,POS_V2,8,N,136298,5,ONLINE_PAY,2678901,STANDARD,CLICK_AND_COLLECT,2,405.24,489.66
2024-05-31 00:00:00,I9BOQEVW3YF0,POS_V2,8,N,136299,5,CARD,2678901,STANDARD,STORE,8,1551.76,1840.12
2024-05-31 00:00:00,STCIHVMIXH8B,POS_V3,8,N,136300,9,CASH,2789012,STANDARD,STORE,6,1167.9,1422.22
2024-05-31 00:00:00,5XDIAB7Y3M8D,POS_V3,8,N,136301,6,ONLINE_PAY,2890123,SEASONAL,ONLINE,8,1592.68,1959.36
2024-05-31 00:00:00,MCCV4C2HTQA2,POS_V3,8,N,136302,10,ONLINE_PAY,2901234,FAMILY,ONLINE,8,1899.16,2351.54
2024-05-31 00:00:00,HFBXQQO396GJ,POS_V2,8,N,136303,4,ONLINE_PAY,3012345,STANDARD,ONLINE,6,1305.84,1614.52
2024-05-31 00:00:00,I5YGZ70CSXW1,POS_V2,8,N,136304,4,ONLINE_PAY,3012345,SEASONAL,ONLINE,11,2458.32,2978.18
2024-05-31 00:00:00,BROVIUOPW48X,POS_V3,8,N,136305,2,CARD,3012345,STANDARD,STORE,15,3480.28,4302.77
2024-06-01 00:00:00,HLN5C3LP8UI7,POS_V2,1,N,136306,4,CARD,123456,FAMILY,STORE,7,1583.82,1884.13
2024-06-01 00:00:00,8792V0VUF67F,POS_V2,1,N,136307,5,CARD,123456,SEASONAL,STORE,1,205.78,245.75
2024-06-01 00:00:00,ASD0UV8O2HB3,POS_V3,1,N,136308,9,ONLINE_PAY,123456,FAMILY,ONLINE,4,783.92,932.17
2024-06-01 00:00:00,2TJ2BGM9JPRY,POS_V2,1,N,136309,9,CARD,234567,STANDARD,STORE,2,370.16,458.01
2024-06-01 00:00:00,1XEBQR5CKM7W,POS_V3,1,N,136310,10,ONLINE_PAY,234567,FAMILY,CLICK_AND_COLLECT,4,721.56,878.57
2024-06-01 00:00:00,ZC3482FQ5MII,POS_V3,1,N,136311,4,ONLINE_PAY,234567,SEASONAL,ONLINE,7,1189.15,1444.3
2024-06-01 00:00:00,Y0DQ2GLMFER8,POS_V2,1,N,136312,9,ONLINE_PAY,234567,FAMILY,ONLINE,7,1219.81,1511.5
2024-06-01 00:00:00,0DO8RN660U96,POS_V2,1,N,136313,6,ONLINE_PAY,234567,STANDARD,ONLINE,6,1130.47,1338.48
2024-06-01 00:00:00,4ISMGQI7M8LQ,POS_V2,1,N,136314,9,CASH,345678,FAMILY,STORE,7,1319.52,1577.72
2024-06-01 00:00:00,HJ34Q6BMUFTG,POS_V2,1,N,136315,3,CARD,456789,FAMILY,STORE,4,951.76,1160.52
2024-06-01 00:00:00,FXNSM5Q6QEW0,POS_V3,1,N,136316,6,ONLINE_PAY,456789,STANDARD,CLICK_AND_COLLECT,6,1407.8,1726.4
2024-06-01 00:00:00,2HQRLEOPF14P,POS_V3,1,N,136317,6,CASH,456789,FAMILY,STORE,2,477.55,575.66
2024-06-01 00:00:00,NMP7UH4RMF2E,POS_V3,1,N,136318,2,CARD,789012,SEASONAL,STORE,4,897.2,1105.6
2024-06-01 00:00:00,IUV42I8AN9U9,POS_V2,1,N,136319,8,ONLINE_PAY,789012,STANDARD,ONLINE,5,1092.55,1302.56
2024-06-01 00:00:00,HV9IQPAEP9QM,POS_V2,1,N,136320,10,ONLINE_PAY,789012,SEASONAL,CLICK_AND_COLLECT,5,1082.34,1292.99
2024-06-01 00:00:00,RGR04NO4K7U4,POS_V3,1,N,136321,5,ONLINE_PAY,789012,STANDARD,ONLINE,1,208.07,251.33
2024-06-01 00:00:00,SJB8YGRG8JBD,POS_V2,1,N,136322,1,CASH,890123,FAMILY,STORE,8,1656.41,1961.49
2024-06-01 00:00:00,SRIFL6H9S88J,POS_V3,1,N,136323,5,CARD,901234,FAMILY,STORE,1,231.42,274.87
2024-06-01 00:00:00,L94M1J585ML2,POS_V3,1,N,136324,10,ONLINE_PAY,901234,SEASONAL,ONLINE,7,1516.36,1805.09
2024-06-01 00:00:00,DBRTAI24FJZR,POS_V3,1,N,136325,2,CARD,1123456,SEASONAL,STORE,1,225.42,277.96
2024-06-01 00:00:00,Q038HYO34KZE,POS_V2,1,N,136326,3,ONLINE_PAY,1123456,FAMILY,ONLINE,4,858.61,1054.96
2024-06-01 00:00:00,Q0CPBKJGWNZF,POS_V3,1,N,136327,7,CASH,1234567,FAMILY,STORE,4,770.13,910.48
2024-06-01 00:00:00,PEYD9363BEK5,POS_V3,1,N,136328,6,CARD,1234567,FAMILY,STORE,2,429.61,521.25
2024-06-01 00:00:00,8ITE3O6UE06D,POS_V2,1,N,136329,4,ONLINE_PAY,1234567,SEASONAL,CLICK_AND_COLLECT,6,1300.48,1568.8
2024-06-01 00:00:00,6VB9L1VJAMKC,POS_V2,1,N,136330,3,CASH,1345678,SEASONAL,STORE,4,982.68,1212.37
2024-06-01 00:00:00,M745YTOGZ4CG,POS_V2,1,N,136331,6,CASH,1345678,SEASONAL,STORE,1,215.94,255.8
2024-06-01 00:00:00,PYI4HDYJ7DXP,POS_V3,1,N,136332,2,CASH,1456789,SEASONAL,STORE,6,1087.24,1294.88
2024-06-01 00:00:00,7FQFGSRBDS3H,POS_V2,1,N,136333,8,CASH,1567890,SEASONAL,STORE,2,406.12,502
2024-06-01 00:00:00,WIU2YAM6GGB9,POS_V2,1,N,136334,8,CARD,1678901,STANDARD,STORE,8,1556.75,1908.41
2024-06-01 00:00:00,SW5HDW4ML8SC,POS_V2,1,N,136335,7,CARD,1678901,STANDARD,STORE,5,969.18,1165.43
2024-06-01 00:00:00,MVAN5WJ7OOF8,POS_V2,1,N,136336,7,CASH,1678901,STANDARD,STORE,6,1181.99,1429.28
2024-06-01 00:00:00,LNWC20OBC95X,POS_V3,1,N,136337,1,CASH,1789012,STANDARD,STORE,6,1248.08,1495.55
2024-06-01 00:00:00,U3AIM2EM5IC6,POS_V2,1,N,136338,1,CARD,1789012,FAMILY,STORE,1,228.35,282.68
2024-06-01 00:00:00,E5SJ3Z3U6SV6,POS_V2,1,N,136339,9,ONLINE_PAY,1901234,SEASONAL,ONLINE,1,190.72,225.58
2024-06-01 00:00:00,8XCZ4F1N3BZG,POS_V2,1,N,136340,10,CARD,2012345,STANDARD,STORE,7,1366.53,1655.35
2024-06-01 00:00:00,876PAPIAHJFR,POS_V2,1,N,136341,10,ONLINE_PAY,2234567,FAMILY,ONLINE,8,1508.33,1847.38
2024-06-01 00:00:00,WRFWSOXDG2NY,POS_V2,1,N,136342,10,CARD,2345678,SEASONAL,STORE,5,1001.66,1186.65
2024-06-01 00:00:00,8AAA95W4NYNM,POS_V2,1,N,136343,2,CARD,2456789,SEASONAL,STORE,8,1464.38,1806.71
2024-06-01 00:00:00,GVL9AJU5SVEL,POS_V3,1,N,136344,3,CARD,2678901,FAMILY,STORE,4,737.44,879.35
2024-06-01 00:00:00,VWIW5H3S5HES,POS_V2,1,N,136345,1,CASH,2901234,SEASONAL,STORE,2,440.19,520.92
2024-06-01 00:00:00,NDGDO36N8R4Y,POS_V3,1,N,136346,2,CASH,3012345,FAMILY,STORE,8,1814.1,2222.08
2024-06-01 00:00:00,8RIHM4JUVBFF,POS_V3,1,N,136347,5,CASH,3012345,STANDARD,STORE,2,420.23,505.24
2024-06-01 00:00:00,DO30FSHEDYOS,POS_V2,1,N,136348,1,CARD,3012345,FAMILY,STORE,7,1632.49,1968.07
2024-06-01 00:00:00,9A837H4KGQK0,POS_V3,2,N,136349,8,CARD,345678,STANDARD,STORE,3,632.04,747.02
2024-06-01 00:00:00,EWBIX6WMNMR1,POS_V2,2,N,136350,6,CARD,789012,FAMILY,STORE,1,219.39,267.06
2024-06-01 00:00:00,59MJ45Y42IR2,POS_V2,2,N,136351,6,CARD,890123,STANDARD,STORE,8,1685.81,2082.36
2024-06-01 00:00:00,UTDM527OWNVE,POS_V3,2,N,136352,3,ONLINE_PAY,890123,STANDARD,ONLINE,4,909.83,1100.52
2024-06-01 00:00:00,OSF56LP0WDBP,POS_V3,2,N,136353,1,ONLINE_PAY,890123,SEASONAL,ONLINE,3,664.58,818.76
2024-06-01 00:00:00,ACT4A3UGN1TN,POS_V2,2,N,136354,3,CASH,1012345,STANDARD,STORE,7,1647.51,1998.23
2024-06-01 00:00:00,82E2ENTQSLPC,POS_V3,2,N,136355,6,ONLINE_PAY,1123456,FAMILY,CLICK_AND_COLLECT,8,1812.64,2204.39
2024-06-01 00:00:00,2M2HUXM927HR,POS_V2,2,N,136356,4,CARD,1123456,FAMILY,STORE,7,1420.68,1754.1
2024-06-01 00:00:00,C5QGN2WRMD8L,POS_V3,2,N,136357,1,CARD,1234567,SEASONAL,STORE,4,807.65,967.89
2024-06-01 00:00:00,X8RC8ZFV58F5,POS_V2,2,N,136358,7,CARD,1456789,STANDARD,STORE,7,1252.16,1551.68
2024-06-01 00:00:00,8GYJ8RJRQQYW,POS_V3,2,N,136359,6,CARD,1567890,SEASONAL,STORE,8,1553.6,1846.79
2024-06-01 00:00:00,PK551HPVP09B,POS_V3,2,N,136360,2,CARD,1678901,FAMILY,STORE,8,1604.16,1893.77
2024-06-01 00:00:00,X6TMWGJBXTE4,POS_V2,2,N,136361,2,CASH,1678901,SEASONAL,STORE,1,216.32,261.9
2024-06-01 00:00:00,8C8KX6HGXXJJ,POS_V2,2,N,136362,10,CARD,1890123,FAMILY,STORE,6,1243.29,1525.07
2024-06-01 00:00:00,AGCRNVFOAXRW,POS_V2,2,N,136363,1,CASH,1890123,STANDARD,STORE,8,1658.73,2031.79
2024-06-01 00:00:00,OUQFSZ0MY8J9,POS_V3,2,N,136364,5,ONLINE_PAY,1890123,FAMILY,CLICK_AND_COLLECT,8,1680.48,2079.75
2024-06-01 00:00:00,U7OPZLN97E9U,POS_V3,2,N,136365,8,CARD,1901234,FAMILY,STORE,7,1429.65,1723.16
2024-06-01 00:00:00,4NDXQL64M4W4,POS_V3,2,N,136366,9,ONLINE_PAY,2123456,FAMILY,ONLINE,7,1651.72,2045.02
2024-06-01 00:00:00,ALUU1PZLQL48,POS_V3,2,N,136367,8,CARD,2123456,SEASONAL,STORE,3,652.86,809
