bu_sk,item_sk,local_date,outlier_flags,available_stock,reserved_stock,allocated_stock,blocked_stock,demand_stock,acceptable_stock,avoidable_stock,avoidable_reason_ifk,acceptable_stock_goal,avoidable_stock_goal,warehouse_unprotected,warehouse_protected,warehouse_total,warehouse_unprotected_demand_stock,warehouse_protected_demand_stock,shelf_stock,osa_want_stock_flag,available_stock_at_opening,blocked_stock_at_opening,stock_on_hand_at_opening,osa_want_stock_quantity,osa_have_stock_flag,osa_need_stock_flag,osa_missed_sales_quantity,,
1,20,2024-07-21 00:00:00,"{""flag_stock"": false}",211,15,5,2,42,142.8,68.2,4,148.4,68,89,94,183,22.9,11,20,1,203,4,227,39,1,0,0,,
1,20,2024-07-22 00:00:00,"{""flag_stock"": false}",215,20,4,3,26,126.8,88.2,1,128.3,80.9,96,100,196,15.7,8.3,30,1,211,1,236,26,1,0,0,,
1,20,2024-07-23 00:00:00,"{""flag_stock"": false}",230,23,9,6,28,148,82,4,159.2,79.3,94,99,193,13.3,-0.1,31,1,215,5,252,30,1,0,0,,
1,20,2024-07-24 00:00:00,"{""flag_stock"": false}",226,17,10,7,30,146.4,79.6,4,148.1,73.1,88,94,182,11.3,2.8,27,1,230,7,264,24,0,1,1,,
1,20,2024-07-25 00:00:00,"{""flag_stock"": false}",234,4,3,5,26,145.1,88.9,5,149.9,88.6,99,94,193,10.8,5.4,20,1,226,4,237,15,0,1,1,,
1,20,2024-07-26 00:00:00,"{""flag_stock"": false}",235,20,5,3,27,132,103,2,140.9,102.9,95,97,192,14.4,0.8,19,1,234,2,261,23,0,1,1,,
1,20,2024-07-27 00:00:00,"{""flag_stock"": false}",238,16,10,4,29,163.5,74.5,3,175.5,72.8,101,91,192,20.5,7.3,28,1,235,4,265,34,0,1,1,,
1,20,2024-07-28 00:00:00,"{""flag_stock"": false}",238,20,4,0,35,166.1,71.9,1,169.8,68.1,110,91,201,25.8,5.1,27,1,238,0,262,42,0,1,1,,
1,20,2024-07-29 00:00:00,"{""flag_stock"": false}",237,20,14,6,31,134.5,102.5,1,146,99.4,115,97,212,20.5,5.9,24,1,238,5,277,26,0,1,1,,
1,20,2024-07-30 00:00:00,"{""flag_stock"": false}",232,10,11,2,26,157.4,74.6,5,170.1,67.4,115,89,204,14.5,4.9,25,1,237,3,261,33,0,1,1,,
1,20,2024-07-31 00:00:00,"{""flag_stock"": false}",228,11,6,4,29,148.3,79.7,5,156,73.3,123,81,204,21.1,5.8,25,1,232,3,252,28,1,0,0,,
1,20,2024-08-01 00:00:00,"{""flag_stock"": false}",229,16,6,3,32,167,62,3,179.4,58,133,79,212,17.8,6.3,22,1,228,3,253,35,1,0,0,,
1,20,2024-08-02 00:00:00,"{""flag_stock"": false}",233,14,6,1,23,142.6,90.4,5,146.1,83.1,127,88,215,11.2,3.3,30,1,229,2,251,22,0,1,1,,
1,20,2024-08-03 00:00:00,"{""flag_stock"": false}",243,13,6,0,36,159.1,83.9,1,162.3,78.6,136,92,228,22.2,7.3,24,1,233,0,252,26,0,1,1,,
1,20,2024-08-04 00:00:00,"{""flag_stock"": false}",246,13,7,6,34,173.6,72.4,3,180.5,65.3,137,89,226,14.2,6.6,13,1,243,7,270,38,1,0,0,,
1,20,2024-08-05 00:00:00,"{""flag_stock"": false}",242,15,11,7,23,143.3,98.7,4,149.5,89.5,148,95,243,12.5,0.7,23,1,246,8,280,28,0,1,1,,
1,20,2024-08-06 00:00:00,"{""flag_stock"": false}",248,10,7,3,26,174.1,73.9,3,190,73.3,153,91,244,21.5,3.6,22,1,242,1,260,25,0,1,1,,
1,20,2024-08-07 00:00:00,"{""flag_stock"": false}",256,14,2,3,26,177.8,78.2,3,191.9,75,158,90,248,15.9,0.7,30,1,248,2,266,20,0,1,1,,
1,20,2024-08-08 00:00:00,"{""flag_stock"": false}",266,20,7,2,18,169.8,96.2,3,184.2,89.1,156,89,245,10.2,0.7,22,1,256,2,285,12,1,0,0,,
1,20,2024-08-09 00:00:00,"{""flag_stock"": false}",261,14,10,5,30,188.7,72.3,1,203.4,66.6,155,92,247,10.3,3,32,1,266,6,296,28,1,0,0,,
1,20,2024-08-10 00:00:00,"{""flag_stock"": false}",267,17,4,4,35,193,74,1,202.1,66.7,155,85,240,19.9,5.5,27,1,261,6,288,49,0,1,1,,
1,20,2024-08-11 00:00:00,"{""flag_stock"": false}",266,13,14,6,34,199,67,5,218.5,62.8,145,80,225,23.7,6.3,29,1,267,5,299,24,0,1,1,,
1,20,2024-08-12 00:00:00,"{""flag_stock"": false}",265,18,8,9,24,174.7,90.3,4,181,84.2,155,71,226,5.8,5.8,25,1,266,9,301,29,0,1,1,,
1,20,2024-08-13 00:00:00,"{""flag_stock"": false}",268,12,9,7,23,177.3,90.7,2,181.3,83.9,151,75,226,14.1,1.9,23,1,265,9,295,25,0,1,1,,
1,20,2024-08-14 00:00:00,"{""flag_stock"": false}",273,28,13,6,25,182.5,90.5,4,190.9,82.2,147,87,234,17.1,2,21,1,268,5,314,26,1,0,0,,
1,20,2024-08-15 00:00:00,"{""flag_stock"": true}",280,15,5,3,20,179.7,100.3,1,192.9,92.4,142,82,224,13.5,3.1,30,1,273,2,295,15,0,1,1,,
1,20,2024-08-16 00:00:00,"{""flag_stock"": true}",283,21,9,6,27,200.6,82.4,5,217.2,82,164,75,239,17.9,7,22,1,280,5,315,29,0,1,1,,
1,20,2024-08-17 00:00:00,"{""flag_stock"": false}",274,21,8,2,30,201.5,72.5,2,219.5,67.6,172,79,251,17.5,2.6,17,1,283,1,313,34,1,0,0,,
1,20,2024-08-18 00:00:00,"{""flag_stock"": false}",277,15,6,4,30,189.9,87.1,3,203,82.6,179,74,253,23.5,3.3,32,1,274,5,300,23,1,0,0,,
1,20,2024-08-19 00:00:00,"{""flag_stock"": false}",277,16,8,5,26,200.1,76.9,3,203.5,69.8,178,72,250,9.3,3.1,16,1,277,5,306,22,0,1,1,,
1,20,2024-08-20 00:00:00,"{""flag_stock"": true}",284,19,6,4,21,184.3,99.7,4,202.1,97.4,173,76,249,14.4,1.6,16,1,277,4,306,13,1,0,0,,
1,20,2024-08-21 00:00:00,"{""flag_stock"": true}",296,15,12,5,28,169.6,126.4,3,174.8,124.6,172,81,253,13.1,3.1,22,1,284,6,317,21,0,1,1,,
1,20,2024-08-22 00:00:00,"{""flag_stock"": true}",302,15,14,4,32,210.7,91.3,1,211.2,89.3,172,77,249,14.6,0.9,25,1,296,4,329,30,0,1,1,,
1,20,2024-08-23 00:00:00,"{""flag_stock"": true}",312,19,14,6,26,222.7,89.3,5,228.7,83.3,152,79,231,17.9,5.2,37,1,302,6,341,17,1,0,0,,
1,20,2024-08-24 00:00:00,"{""flag_stock"": true}",314,20,12,7,37,215.2,98.8,4,232.2,91.3,149,81,230,18.9,3.1,28,1,312,6,350,33,0,1,1,,
1,20,2024-08-25 00:00:00,"{""flag_stock"": true}",313,22,14,3,31,224.9,88.1,2,242.9,80.9,156,75,231,24.4,7.9,23,1,314,3,353,30,0,1,1,,
1,20,2024-08-26 00:00:00,"{""flag_stock"": true}",313,14,2,6,25,186.1,126.9,4,188.7,118.6,163,72,235,17,1.5,28,1,313,4,333,23,0,1,1,,
1,20,2024-08-27 00:00:00,"{""flag_stock"": true}",308,23,8,5,30,170.9,137.1,1,179.3,128.7,159,71,230,8.9,2.8,26,1,313,6,350,43,0,1,1,,
1,20,2024-08-28 00:00:00,"{""flag_stock"": true}",310,18,14,4,20,217.4,92.6,3,234.5,90.3,164,67,231,15,3.2,24,1,308,3,343,19,0,1,1,,
1,20,2024-08-29 00:00:00,"{""flag_stock"": true}",315,15,8,6,20,207.9,107.1,4,217.9,102.8,172,57,229,12,4.5,35,1,310,8,341,18,1,0,0,,
1,20,2024-08-30 00:00:00,"{""flag_stock"": true}",318,18,11,5,26,204.7,113.3,4,224.6,106.4,167,53,220,13.6,4.2,27,1,315,5,349,23,0,1,1,,
1,20,2024-08-31 00:00:00,"{""flag_stock"": true}",318,23,7,3,29,234.3,83.7,3,253.1,76.6,174,61,235,20.1,3.9,28,1,318,1,349,29,0,1,1,,
1,20,2024-09-01 00:00:00,"{""flag_stock"": true}",312,17,5,6,42,199.8,112.2,3,203.2,101.6,180,55,235,20.4,8.9,27,1,318,6,346,42,0,1,1,,
1,20,2024-09-02 00:00:00,"{""flag_stock"": true}",310,16,8,6,30,186.3,123.7,4,200.2,114.2,183,51,234,11.4,5.8,27,1,312,6,342,34,0,1,1,,
1,20,2024-09-03 00:00:00,"{""flag_stock"": true}",307,18,10,4,24,192.1,114.9,4,200.3,113.2,190,50,240,16.8,2.1,21,1,310,3,341,26,0,1,1,,
1,20,2024-09-04 00:00:00,"{""flag_stock"": true}",306,13,10,2,28,170.7,135.3,5,178.2,121.8,182,51,233,16.9,3.9,24,1,307,3,333,33,0,1,1,,
1,20,2024-09-05 00:00:00,"{""flag_stock"": true}",305,17,5,6,21,215.5,89.5,3,229.1,85.7,192,64,256,16.8,5.8,28,1,306,6,334,25,0,1,1,,
1,20,2024-09-06 00:00:00,"{""flag_stock"": true}",313,11,8,5,24,197.7,115.3,2,198.6,105.7,196,62,258,13.4,4.6,29,1,305,6,330,23,0,1,1,,
1,20,2024-09-07 00:00:00,"{""flag_stock"": true}",317,19,7,2,37,213.9,103.1,2,232.8,97.1,204,60,264,26,3.3,25,1,313,2,341,43,1,0,0,,
1,20,2024-09-08 00:00:00,"{""flag_stock"": true}",309,25,6,6,41,191.5,117.5,4,192.9,114.1,195,67,262,21.9,5.9,17,1,317,4,352,40,1,0,0,,
1,20,2024-09-09 00:00:00,"{""flag_stock"": true}",305,18,10,1,32,169,136,4,185.3,127.5,186,74,260,15.5,4.2,22,1,309,3,340,35,0,1,1,,
1,20,2024-09-10 00:00:00,"{""flag_stock"": true}",311,17,10,4,25,190.5,120.5,1,207.3,115.2,175,80,255,19.1,2.6,25,1,305,4,336,30,1,0,0,,
1,20,2024-09-11 00:00:00,"{""flag_stock"": true}",313,12,9,1,26,173.6,139.4,1,187.6,137.5,164,74,238,13,2.9,27,1,311,0,332,27,0,1,1,,
1,20,2024-09-12 00:00:00,"{""flag_stock"": true}",318,20,8,3,35,219.9,98.1,5,241.4,92.7,154,81,235,14,6,23,1,313,4,345,44,0,1,1,,
1,20,2024-09-13 00:00:00,"{""flag_stock"": true}",318,15,8,3,31,233.9,84.1,1,252.8,83.2,171,78,249,20.3,4.9,29,1,318,3,344,36,0,1,1,,
1,20,2024-09-14 00:00:00,"{""flag_stock"": true}",318,7,6,2,42,227,91,3,236.5,82.4,186,77,263,21.8,8.6,20,1,318,2,333,40,0,1,1,,
1,20,2024-09-15 00:00:00,"{""flag_stock"": true}",318,16,13,5,40,223.5,94.5,5,240.8,87.9,191,81,272,31.1,5.8,33,1,318,5,352,33,1,0,0,,
1,20,2024-09-16 00:00:00,"{""flag_stock"": true}",316,10,9,3,29,176.5,139.5,2,177.4,136.6,186,80,266,21.1,2.7,21,1,318,3,340,20,0,1,1,,
1,20,2024-09-17 00:00:00,"{""flag_stock"": true}",316,10,10,6,20,218.9,97.1,3,226.4,92.8,199,69,268,19.7,3.8,31,1,316,7,343,23,0,1,1,,
1,20,2024-09-18 00:00:00,"{""flag_stock"": true}",318,15,11,4,22,200.9,117.1,4,214,116.3,200,68,268,10,5.8,26,1,316,4,346,16,0,1,1,,
1,20,2024-09-19 00:00:00,"{""flag_stock"": true}",310,13,8,1,19,210.6,99.4,5,210.9,96.2,208,65,273,12.4,2.7,27,1,318,1,340,17,0,1,1,,
1,20,2024-09-20 00:00:00,"{""flag_stock"": true}",318,19,10,7,26,225.7,92.3,3,229.4,84.2,216,66,282,16.1,5.6,25,1,310,7,346,23,0,1,1,,
1,20,2024-09-21 00:00:00,"{""flag_stock"": true}",318,21,10,0,46,209.9,108.1,5,228.8,101.5,216,65,281,24.6,10.2,30,1,318,1,350,59,0,1,1,,
1,20,2024-09-22 00:00:00,"{""flag_stock"": true}",312,23,7,0,49,220.9,91.1,4,236.8,88.4,205,65,270,23.9,6.3,25,1,318,0,348,49,0,1,1,,
1,20,2024-09-23 00:00:00,"{""flag_stock"": true}",301,9,1,3,25,173.5,127.5,2,183.3,122.4,199,64,263,13.3,5.5,24,1,312,4,326,24,1,0,0,,
1,20,2024-09-24 00:00:00,"{""flag_stock"": true}",301,16,11,3,25,212.6,88.4,3,222.4,81.8,194,62,256,12.5,2.3,13,1,301,3,331,23,0,1,1,,
1,20,2024-09-25 00:00:00,"{""flag_stock"": true}",306,21,5,3,33,187.9,118.1,1,197.9,109.1,198,66,264,16.6,1.6,31,1,301,1,328,34,1,0,0,,
1,20,2024-09-26 00:00:00,"{""flag_stock"": true}",305,19,10,3,29,193,112,2,199.3,110.5,187,70,257,14.5,6.8,28,1,306,4,339,30,0,1,1,,
1,20,2024-09-27 00:00:00,"{""flag_stock"": true}",315,18,8,2,23,224.1,90.9,4,234.3,83.9,190,74,264,16.4,4.3,23,1,305,3,334,18,0,1,1,,
1,20,2024-09-28 00:00:00,"{""flag_stock"": true}",318,18,10,2,38,228.7,89.3,1,250.6,80.5,194,71,265,21.7,6.9,22,1,315,3,346,38,0,1,1,,
1,20,2024-09-29 00:00:00,"{""flag_stock"": true}",318,13,7,1,40,226.7,91.3,1,242.6,84.6,189,73,262,18.3,6.9,25,1,318,2,340,39,1,0,0,,
1,20,2024-09-30 00:00:00,"{""flag_stock"": true}",317,16,9,4,29,225.6,91.4,1,247.1,82.6,190,63,253,9.8,3.7,22,1,318,2,345,23,0,1,1,,
1,20,2024-10-01 00:00:00,"{""flag_stock"": true}",318,14,12,5,38,180.4,137.6,2,194,134.8,193,53,246,20.1,9.4,21,1,317,6,349,48,1,0,0,,
1,20,2024-10-02 00:00:00,"{""flag_stock"": true}",318,20,8,6,36,182.3,135.7,4,194.4,130,181,54,235,20.5,4.6,31,1,318,6,352,26,0,1,1,,
1,20,2024-10-03 00:00:00,"{""flag_stock"": true}",312,18,3,4,35,223,89,2,229.2,84.5,177,52,229,15.4,4.5,29,1,318,2,341,30,0,1,1,,
1,20,2024-10-04 00:00:00,"{""flag_stock"": true}",315,9,8,7,32,232.9,82.1,1,252.3,80.5,159,54,213,18.6,4.2,23,1,312,7,336,23,0,1,1,,
1,20,2024-10-05 00:00:00,"{""flag_stock"": true}",317,18,8,6,40,184.3,132.7,1,200.8,128.4,155,57,212,23.1,6,30,1,315,6,347,36,1,0,0,,
1,20,2024-10-06 00:00:00,"{""flag_stock"": true}",318,11,9,7,43,188,130,1,206.7,128.1,162,54,216,24.8,5.6,26,1,317,5,342,39,1,0,0,,
1,20,2024-10-07 00:00:00,"{""flag_stock"": true}",317,18,10,7,24,181.2,135.8,4,183.6,135.2,166,53,219,15.5,5.3,22,1,318,6,352,33,0,1,1,,
1,20,2024-10-08 00:00:00,"{""flag_stock"": true}",315,9,6,7,41,176,139,2,192.4,133,161,63,224,15.3,7.8,21,1,317,7,339,38,0,1,1,,
1,20,2024-10-09 00:00:00,"{""flag_stock"": true}",312,13,12,4,26,199.9,112.1,3,209.7,102.6,160,69,229,18.2,3.1,24,1,315,5,345,29,0,1,1,,
1,20,2024-10-10 00:00:00,"{""flag_stock"": true}",315,24,9,4,37,186,129,1,191.2,124,167,70,237,18.8,7.3,29,1,312,4,349,32,0,1,1,,
1,20,2024-10-11 00:00:00,"{""flag_stock"": true}",317,11,5,0,31,226.2,90.8,2,240.9,83.1,167,67,234,18,5,26,1,315,1,332,35,0,1,1,,
1,20,2024-10-12 00:00:00,"{""flag_stock"": true}",318,15,7,6,44,231.4,86.6,2,248.1,78.3,163,74,237,24.7,10.7,19,1,317,5,344,39,0,1,1,,
1,20,2024-10-13 00:00:00,"{""flag_stock"": true}",318,19,11,2,42,237.3,80.7,5,258.8,79.7,157,71,228,26.7,3.1,21,1,318,2,350,32,1,0,0,,
1,20,2024-10-14 00:00:00,"{""flag_stock"": true}",318,17,8,3,31,194.1,123.9,4,204.6,116,146,63,209,22.8,4,22,1,318,3,346,29,0,1,1,,
1,20,2024-10-15 00:00:00,"{""flag_stock"": true}",318,12,11,5,36,231.7,86.3,3,252.5,85.5,143,67,210,23,4.4,17,1,318,4,345,42,0,1,1,,
1,20,2024-10-16 00:00:00,"{""flag_stock"": true}",318,16,7,5,37,190.5,127.5,1,207.5,125.5,142,74,216,19.2,6.1,21,1,318,6,347,45,0,1,1,,
1,20,2024-10-17 00:00:00,"{""flag_stock"": true}",318,17,6,5,35,197.4,120.6,3,206.5,115.8,148,77,225,15.6,7.4,25,1,318,5,346,43,0,1,1,,
1,20,2024-10-18 00:00:00,"{""flag_stock"": true}",317,19,10,2,27,230.3,86.7,3,244,80.1,135,67,202,23.8,5.6,32,1,318,4,351,34,0,1,1,,
1,20,2024-10-19 00:00:00,"{""flag_stock"": true}",317,16,8,6,46,230.9,86.1,2,238.9,85.4,137,67,204,27,7.7,38,1,317,6,347,48,0,1,1,,
1,20,2024-10-20 00:00:00,"{""flag_stock"": true}",318,20,6,3,34,178.8,139.2,2,190.9,128,135,70,205,21.7,7.8,23,1,317,3,346,28,1,0,0,,
1,20,2024-10-21 00:00:00,"{""flag_stock"": true}",318,10,11,4,30,210.7,107.3,4,223.1,104.5,144,72,216,15.5,1.4,15,1,318,5,344,34,0,1,1,,
1,20,2024-10-22 00:00:00,"{""flag_stock"": true}",314,14,10,5,29,213.3,100.7,3,229.3,93.4,146,64,210,19.6,8.2,15,1,318,6,348,43,0,1,1,,
1,20,2024-10-23 00:00:00,"{""flag_stock"": true}",315,19,7,4,35,181.2,133.8,2,186.6,122.5,144,68,212,23.3,8,19,1,314,4,344,33,0,1,1,,
1,20,2024-10-24 00:00:00,"{""flag_stock"": true}",318,17,13,3,44,234,84,2,249.8,77.6,147,58,205,24.7,6.8,20,1,315,1,346,37,1,0,0,,
1,20,2024-10-25 00:00:00,"{""flag_stock"": true}",318,17,12,1,37,234.1,83.9,1,248.6,76.8,139,56,195,13.4,6,23,1,318,0,347,42,0,1,1,,
1,20,2024-10-26 00:00:00,"{""flag_stock"": true}",318,18,12,3,48,232.4,85.6,4,242.9,79.5,153,50,203,22.8,10.3,29,1,318,2,350,41,0,1,1,,
1,20,2024-10-27 00:00:00,"{""flag_stock"": true}",317,18,9,6,41,229.4,87.6,2,248.3,84.2,154,54,208,19.5,5,18,1,318,6,351,38,0,1,1,,
1,20,2024-10-28 00:00:00,"{""flag_stock"": true}",318,17,5,6,37,201.6,116.4,4,220.8,106.1,157,52,209,24.2,7.9,29,1,317,4,343,37,1,0,0,,
1,20,2024-10-29 00:00:00,"{""flag_stock"": true}",318,14,13,2,34,235,83,5,235.8,74.7,160,50,210,20.9,5.5,20,1,318,1,346,34,0,1,1,,
1,20,2024-10-30 00:00:00,"{""flag_stock"": true}",318,13,5,0,28,192.6,125.4,3,208.8,120.2,159,57,216,8.3,0.9,23,1,318,0,336,36,0,1,1,,
1,20,2024-10-31 00:00:00,"{""flag_stock"": true}",318,21,12,3,37,209,109,2,215.5,101.7,172,58,230,25.8,7.4,18,1,318,3,354,32,0,1,1,,
1,20,2024-11-01 00:00:00,"{""flag_stock"": true}",318,13,6,3,30,199.5,118.5,3,202.3,108.5,169,54,223,20.1,4.3,25,1,318,4,341,32,1,0,0,,
1,20,2024-11-02 00:00:00,"{""flag_stock"": true}",318,15,5,4,48,193.2,124.8,5,201.6,122.5,160,50,210,25.6,12.4,24,1,318,3,341,44,0,1,1,,
1,20,2024-11-03 00:00:00,"{""flag_stock"": true}",315,12,11,5,35,221.2,93.8,3,224.8,86.3,150,52,202,21.6,7.8,25,1,318,5,346,36,1,0,0,,
1,20,2024-11-04 00:00:00,"{""flag_stock"": true}",318,16,10,3,33,226.3,91.7,4,238.9,86.8,152,56,208,23.3,8.6,29,1,315,3,344,32,0,1,1,,
1,20,2024-11-05 00:00:00,"{""flag_stock"": true}",305,19,4,0,36,187.6,117.4,2,204.5,110.2,135,56,191,25.7,4.4,23,1,318,1,342,35,0,1,1,,
1,20,2024-11-06 00:00:00,"{""flag_stock"": true}",313,19,4,4,33,221,92,3,232.2,89,139,72,211,19.8,6.3,20,1,305,4,332,45,1,0,0,,
1,20,2024-11-07 00:00:00,"{""flag_stock"": true}",318,12,12,7,31,237,81,1,249.7,78.9,141,75,216,16.2,5.3,24,1,313,6,343,28,1,0,0,,
1,20,2024-11-08 00:00:00,"{""flag_stock"": true}",318,13,6,6,33,177.9,140.1,5,193.9,131.9,143,74,217,16.4,4.2,16,1,318,5,342,27,1,0,0,,
1,20,2024-11-09 00:00:00,"{""flag_stock"": true}",307,12,11,2,41,205,102,3,221.3,95.2,147,74,221,28.8,5.9,28,1,318,3,344,48,1,0,0,,
1,20,2024-11-10 00:00:00,"{""flag_stock"": true}",298,16,11,4,49,172.4,125.6,3,188.8,115.1,148,74,222,25,13.9,26,1,307,6,340,41,1,0,0,,
1,20,2024-11-11 00:00:00,"{""flag_stock"": true}",290,22,8,3,42,212.8,77.2,5,219,74.8,151,74,225,20.6,12.2,18,1,298,1,329,38,1,0,0,,
1,20,2024-11-12 00:00:00,"{""flag_stock"": true}",299,21,5,6,40,168.3,130.7,5,179.1,126.3,157,73,230,16.6,6.2,32,1,290,6,322,45,0,1,1,,
1,20,2024-11-13 00:00:00,"{""flag_stock"": true}",309,17,12,4,30,223.7,85.3,5,237.9,79.6,152,79,231,19,3.3,28,1,299,6,334,25,0,1,1,,
1,20,2024-11-14 00:00:00,"{""flag_stock"": true}",311,14,11,2,31,211.5,99.5,2,215.1,92.8,146,84,230,20.8,7.2,19,1,309,1,335,25,1,0,0,,
1,20,2024-11-15 00:00:00,"{""flag_stock"": true}",313,14,10,4,32,180.4,132.6,3,187.1,127.6,142,95,237,18.9,4.5,25,1,311,3,338,25,0,1,1,,
1,20,2024-11-16 00:00:00,"{""flag_stock"": true}",318,15,8,5,45,222.7,95.3,2,238.6,87.4,130,99,229,30.6,9.5,28,1,313,6,342,45,1,0,0,,
1,20,2024-11-17 00:00:00,"{""flag_stock"": true}",318,17,9,9,45,188.1,129.9,2,202.6,126.8,125,96,221,31.1,6.4,19,1,318,9,353,34,0,1,1,,
1,20,2024-11-18 00:00:00,"{""flag_stock"": true}",318,17,7,7,37,207.1,110.9,4,207.2,105.8,140,97,237,18,6.8,29,1,318,6,348,40,0,1,1,,
1,20,2024-11-19 00:00:00,"{""flag_stock"": true}",318,16,12,4,34,175.1,142.9,2,176.8,134.7,155,103,258,20,7.9,19,1,318,5,351,30,1,0,0,,
1,20,2024-11-20 00:00:00,"{""flag_stock"": true}",316,10,7,5,37,189.9,126.1,1,208.2,115.4,153,106,259,19.4,9.8,20,1,318,6,341,45,1,0,0,,
1,20,2024-11-21 00:00:00,"{""flag_stock"": false}",33,20,10,3,25,20.6,12.4,3,22.3,11.7,155,108,263,10.4,4.7,20,1,316,3,349,28,0,1,1,,
1,20,2024-11-22 00:00:00,"{""flag_stock"": false}",35,21,12,6,33,24.7,10.3,4,26.8,10,157,105,262,15.6,8.7,22,1,33,7,73,29,0,1,1,,
1,20,2024-11-23 00:00:00,"{""flag_stock"": false}",36,18,7,2,38,23.7,12.3,5,25,11.8,164,107,271,18.4,6.4,26,1,35,4,64,29,1,0,0,,
1,20,2024-11-24 00:00:00,"{""flag_stock"": false}",39,14,11,1,49,23.5,15.5,2,24.4,14.1,180,115,295,35,11.3,30,1,36,2,63,47,0,1,1,,
1,20,2024-11-25 00:00:00,"{""flag_stock"": false}",40,22,3,4,33,29.3,10.7,2,30.1,10.4,181,109,290,17.9,6.1,29,1,39,2,66,30,0,1,1,,
1,20,2024-11-26 00:00:00,"{""flag_stock"": false}",49,14,7,8,35,27.2,21.8,3,28.5,20.1,179,112,291,17.5,0.7,34,1,40,8,69,44,0,1,1,,
1,20,2024-11-27 00:00:00,"{""flag_stock"": false}",60,18,10,1,31,36.6,23.4,3,38.2,22.1,155,115,270,16.7,4,28,1,49,1,78,34,1,0,0,,
1,20,2024-11-28 00:00:00,"{""flag_stock"": false}",66,8,6,0,31,43.1,22.9,1,44.9,22.8,148,119,267,18.9,1.2,25,1,60,0,74,24,0,1,1,,
1,20,2024-11-29 00:00:00,"{""flag_stock"": false}",75,18,8,4,34,42.3,32.7,2,43.2,32.4,145,120,265,23.5,7.2,25,1,66,4,96,38,1,0,0,,
1,20,2024-11-30 00:00:00,"{""flag_stock"": false}",81,16,8,1,49,47.6,33.4,1,51,32.9,137,126,263,33.2,8.4,26,1,75,2,101,55,0,1,1,,
1,20,2024-12-01 00:00:00,"{""flag_stock"": false}",77,14,11,4,47,53,24,2,58,22,139,124,263,29.4,6.9,32,1,81,4,110,46,1,0,0,,
1,20,2024-12-02 00:00:00,"{""flag_stock"": false}",87,20,11,6,30,53.6,33.4,1,54.1,33.1,138,120,258,19.8,5.9,21,1,77,7,115,26,0,1,1,,
1,20,2024-12-03 00:00:00,"{""flag_stock"": false}",87,16,2,5,36,63.9,23.1,2,66.2,22.2,150,121,271,17.8,6,28,1,87,5,110,39,1,0,0,,
1,20,2024-12-04 00:00:00,"{""flag_stock"": false}",90,16,7,1,35,58.9,31.1,2,59.1,30.4,162,117,279,19.4,5.3,28,1,87,1,111,40,1,0,0,,
1,20,2024-12-05 00:00:00,"{""flag_stock"": false}",88,15,12,3,30,61.2,26.8,3,61.8,24.8,156,120,276,11.1,5.2,25,1,90,1,118,32,0,1,1,,
1,20,2024-12-06 00:00:00,"{""flag_stock"": false}",91,8,11,5,33,57.9,33.1,4,60.9,30,147,121,268,23.1,5.8,21,1,88,5,112,36,0,1,1,,
1,20,2024-12-07 00:00:00,"{""flag_stock"": false}",85,15,4,3,38,55.6,29.4,3,55.7,26.9,131,128,259,24.1,7.7,19,1,91,3,113,37,0,1,1,,
1,20,2024-12-08 00:00:00,"{""flag_stock"": false}",87,19,8,7,41,52.4,34.6,2,54.1,32.7,137,122,259,24.8,7.8,20,1,85,8,120,43,0,1,1,,
1,20,2024-12-09 00:00:00,"{""flag_stock"": false}",99,14,12,4,31,71.6,27.4,3,73.1,27.4,132,122,254,14.9,4.2,16,1,87,4,117,31,1,0,0,,
1,20,2024-12-10 00:00:00,"{""flag_stock"": false}",98,8,13,2,30,70.3,27.7,1,75,25.6,115,114,229,15.7,6.7,30,1,99,1,121,15,0,1,1,,
1,20,2024-12-11 00:00:00,"{""flag_stock"": false}",93,19,6,4,32,66.6,26.4,2,68,24.4,111,116,227,18.9,3.1,32,1,98,5,128,29,0,1,1,,
1,20,2024-12-12 00:00:00,"{""flag_stock"": false}",92,15,4,8,29,63.4,28.6,3,63.5,28,105,119,224,19.5,4.6,34,1,93,9,121,21,1,0,0,,
1,20,2024-12-13 00:00:00,"{""flag_stock"": false}",89,11,11,8,41,63.3,25.7,4,67.9,25.2,106,118,224,20.3,6.3,19,1,92,9,123,41,0,1,1,,
1,20,2024-12-14 00:00:00,"{""flag_stock"": false}",81,19,11,3,49,54.9,26.1,1,57.4,25.2,109,121,230,26.8,6.1,26,1,89,4,123,46,0,1,1,,
1,20,2024-12-15 00:00:00,"{""flag_stock"": false}",81,10,6,2,44,48.7,32.3,4,50.1,29.6,109,120,229,21.3,6.2,24,1,81,3,100,44,1,0,0,,
1,20,2024-12-16 00:00:00,"{""flag_stock"": false}",77,16,11,6,28,48.6,28.4,4,50.2,27.4,110,120,230,19.1,3.2,19,1,81,5,113,25,0,1,1,,
1,20,2024-12-17 00:00:00,"{""flag_stock"": false}",78,19,13,3,29,52.8,25.2,2,58,23.9,113,117,230,17.4,5.5,24,1,77,4,113,34,0,1,1,,
1,20,2024-12-18 00:00:00,"{""flag_stock"": false}",74,18,5,3,36,42.7,31.3,4,46.1,29.3,112,116,228,16.1,2.8,22,1,78,3,104,34,1,0,0,,
