local_forecast_date,bu_sk,item_sk,base_demand_forecast_units,demand_forecast_units,demand_forecast_net_deviation_quantity,demand_forecast_accuracy_score_ifk,demand_forecast_is_accurate_flag,operational_forecast_units,operational_forecast_net_deviation_quantity,operational_forecast_accuracy_score_ifk,operational_forecast_is_accurate_flag,operational_orderable_forecast_units,operational_carry_away_forecast_units,calculated_override,country_activity,days_last_change_country_activity
45404,3,6,3.96,3.79,3.79,4,True,3.52,3.52,4,True,3.26,0.42,1.18,1.1297,2
45405,3,6,4.5,3.76,2.76,4,True,3.76,2.76,4,True,3.26,0.43,3.19,1.1173,4
45406,3,6,6.2,6.22,1.22,5,True,6.42,1.42,5,True,5.71,0.44,3.6,1.0234,27
45407,3,6,5.05,5.42,1.42,5,True,5.56,1.56,5,True,5.05,0.41,0.09,1.1885,9
45408,3,6,6.09,6.3,1.3,5,True,6.41,1.41,5,True,5.51,0.64,3.37,1.2877,5
45409,3,6,10.8,11.53,-0.47,5,True,12.58,0.58,5,True,11.63,1.83,1.84,0.9631,26
45410,3,6,9.38,9.9,2.9,4,True,9.26,2.26,4,True,8.02,0.74,0.17,0.7305,17
45411,3,6,5.46,5.81,5.81,3,False,5.67,5.67,3,False,5.35,0.47,2.51,0.8376,3
45412,3,6,5.09,5.01,5.01,3,False,5.58,5.58,3,False,5.23,0.66,3.63,0.7936,13
45413,3,6,5.27,5.52,5.52,3,False,5.77,5.77,3,False,5.39,0.65,1.1,0.9254,13
45414,3,6,4.38,4.8,0.8,5,True,4.68,0.68,5,True,4.21,0.49,3.86,1.023,22
45415,3,6,5.54,5.2,5.2,3,False,5.43,5.43,3,False,4.98,0.53,0.6,1.095,5
45416,3,6,11.91,11.37,2.37,4,True,11.5,2.5,4,True,10.88,1.65,0.45,0.8787,9
45417,3,6,9.05,8.86,5.86,3,False,9.2,6.2,3,False,7.88,1.26,3.21,0.9494,9
45418,3,6,4.9,4.95,-8.05,3,False,5.54,-7.46,3,False,4.91,0.6,2.39,0.7439,14
45419,3,6,4.17,3.68,-1.32,5,True,3.66,-1.34,5,True,3.22,0.29,4.21,0.883,22
45420,3,6,4.79,4.6,3.6,4,True,5.16,4.16,4,True,4.82,0.71,0.19,0.7132,20
45421,3,6,4.42,4.06,1.06,5,True,3.76,0.76,5,True,3.44,0.27,3.37,0.7845,6
45422,3,6,6.06,5.99,-6.01,3,False,6.17,-5.83,3,False,5.42,0.7,3.15,1.1354,16
45423,3,6,10.85,10.85,6.85,3,False,10.36,6.36,3,False,9.08,1.26,1.91,0.9352,14
45424,3,6,10.05,10.36,0.36,5,True,11.49,1.49,5,True,10.91,1.27,1.48,0.8768,20
45425,3,6,4.48,4.25,1.25,5,True,4.42,1.42,5,True,4.05,0.38,0.84,0.7838,3
45426,3,6,4.41,4.07,4.07,4,True,4.35,4.35,4,True,4.09,0.32,0.84,0.9544,21
45427,3,6,4.74,4.61,4.61,4,True,4.68,4.68,4,True,4.42,0.26,0.08,1.0785,28
45428,3,6,5.68,6.03,-6.97,3,False,6.33,-6.67,3,False,5.72,0.52,3.55,1.0758,28
45429,3,6,5.23,5.43,2.43,4,True,5.35,2.35,4,True,5.02,0.34,0.92,1.2621,3
45430,3,6,8.77,8.42,-10.58,3,False,9.73,-9.27,3,False,8.52,1.46,0.59,0.9701,20
45431,3,6,10.84,10.34,-3.66,4,True,11.5,-2.5,4,True,10.42,1.06,3.36,1.0538,25
45432,3,6,4.54,4.33,0.33,5,True,4.6,0.6,5,True,4.31,0.61,4.2,1.0182,25
45433,3,6,5.7,5.43,5.43,3,False,5.37,5.37,3,False,4.87,0.28,2.06,1.1841,11
45434,3,6,4.07,3.53,-8.47,3,False,3.77,-8.23,3,False,3.35,0.24,4.76,0.7599,16
45435,3,6,5.35,4.62,-1.38,5,True,4.11,-1.89,5,True,3.54,0.27,0.64,1.0775,1
45436,3,6,4.07,4.1,4.1,4,True,4.03,4.03,4,True,3.45,0.25,4.28,0.9008,6
45437,3,6,11.44,10.8,10.8,2,False,10.19,10.19,2,False,9.42,0.94,4.88,1.025,6
45438,3,6,10.23,10.02,10.02,2,False,10.38,10.38,2,False,9.13,1.53,0.26,0.9688,6
45439,3,6,5.1,5.18,-5.82,3,False,5.12,-5.88,3,False,4.45,0.66,3.83,1.2668,20
45440,3,6,4.2,3.92,-2.08,4,True,3.97,-2.03,4,True,3.53,0.32,4.06,1.1983,10
45441,3,6,5.19,5.22,0.22,5,True,5.24,0.24,5,True,4.74,0.69,2.17,0.939,24
45442,3,6,4.86,4.76,4.76,4,True,4.92,4.92,4,True,4.25,0.39,2.78,1.2603,25
45443,3,6,5.32,5.46,-0.54,5,True,6.07,0.07,5,True,5.24,0.61,2.18,0.8036,4
45444,3,6,12.07,11.77,11.77,2,False,12.14,12.14,2,False,11.16,0.63,4.51,1.0457,27
45445,3,6,9.8,8.75,5.75,3,False,8.94,5.94,3,False,8.03,1.29,4.36,0.8573,11
45446,3,6,4.94,4.72,-1.28,5,True,4.94,-1.06,5,True,4.4,0.63,3.9,0.8125,7
45447,3,6,4.89,4.55,4.55,4,True,5,5,4,True,4.45,0.75,3.34,1.1457,19
45448,3,6,5.76,5.93,4.93,4,True,6.16,5.16,3,False,5.8,0.79,2.69,0.7075,15
45449,3,6,5.97,6.1,5.1,3,False,6.96,5.96,3,False,6.27,0.69,4.9,1.2837,10
45450,3,6,4.75,4.98,-0.02,5,True,5.21,0.21,5,True,4.79,0.43,1.65,0.9012,0
45451,3,6,8.56,7.62,3.62,4,True,7.38,3.38,4,True,6.63,0.68,0.3,1.0876,6
45452,3,6,8.82,8.65,8.65,3,False,8.8,8.8,3,False,7.89,0.76,0.04,0.7525,21
45453,3,6,4.42,4.04,4.04,4,True,4.09,4.09,4,True,3.7,0.59,0.52,1.0623,4
45454,3,6,4.33,4.15,4.15,4,True,4.07,4.07,4,True,3.6,0.21,3.55,0.7741,0
45455,3,6,5.13,5.48,5.48,3,False,5.57,5.57,3,False,5.12,0.33,0.66,0.7334,19
45456,3,6,4.53,3.95,-5.05,3,False,3.95,-5.05,3,False,3.51,0.2,2.59,0.7153,23
45457,3,6,5.76,5.6,5.6,3,False,5.08,5.08,3,False,4.44,0.64,3.51,1.2407,11
45458,3,6,11.14,10.28,4.28,4,True,10.17,4.17,4,True,9.47,1.52,1.82,0.8835,14
45459,3,6,7.38,7.02,5.02,3,False,7.88,5.88,3,False,6.98,0.9,4.39,0.8951,27
45460,3,6,5.37,5.27,-13.73,2,False,5.09,-13.91,2,False,4.37,0.68,3.13,0.7372,22
45461,3,6,5.5,5.07,2.07,4,True,4.63,1.63,5,True,4.06,0.64,1.2,0.7426,0
45462,3,6,4.85,4.83,4.83,4,True,4.34,4.34,4,True,4.09,0.64,3.34,1.0979,18
45463,3,6,4.15,4.1,4.1,4,True,4.32,4.32,4,True,4.1,0.48,3.07,0.8792,23
45464,3,6,5.04,5.26,4.26,4,True,5.49,4.49,4,True,5.04,0.42,1.4,0.7291,21
45465,3,6,9.21,8.57,-1.43,5,True,8.81,-1.19,5,True,8.03,1.07,2.67,0.7457,8
45466,3,6,10.43,10.12,10.12,2,False,10.8,10.8,2,False,9.93,1.25,3.61,0.7385,7
45467,3,6,4.59,4.4,-4.6,4,True,4.66,-4.34,4,True,4.37,0.56,2.83,0.7532,26
45468,3,6,5.53,5.93,5.93,3,False,5.72,5.72,3,False,4.93,0.78,4.4,0.7656,24
45469,3,6,6.49,6.41,6.41,3,False,6.62,6.62,3,False,6.2,0.68,1.03,1.2501,0
45470,3,6,6.14,6.09,0.09,5,True,6.18,0.18,5,True,5.5,0.85,0.72,1.2715,21
45471,3,6,4.91,4.8,0.8,5,True,5.07,1.07,5,True,4.35,0.69,3.48,0.8649,29
45472,3,6,9.58,9.5,-3.5,4,True,9.96,-3.04,4,True,8.51,1.11,1.51,0.7365,11
45473,3,6,8.48,8.52,8.52,3,False,8.28,8.28,3,False,7.64,0.81,3.7,1.2869,7
45474,3,6,4.71,4.23,0.23,5,True,4.26,0.26,5,True,3.81,0.35,3.11,0.8651,11
45475,3,6,6.63,6.54,3.54,4,True,6.35,3.35,4,True,5.39,0.51,1.3,1.1864,8
45476,3,6,4.23,3.93,-3.07,4,True,4.23,-2.77,4,True,3.82,0.53,2.11,1.0693,21
45477,3,6,5.69,5.86,1.86,5,True,5.67,1.67,5,True,5.12,0.77,3.44,0.965,28
45478,3,6,4.06,4.27,-1.73,5,True,4.23,-1.77,5,True,3.65,0.49,3.46,1.2833,7
45479,3,6,10.58,11.7,11.7,2,False,12.46,12.46,2,False,11.7,1.03,1.59,0.7467,25
45480,3,6,10.55,9.86,-9.14,3,False,9.81,-9.19,3,False,8.95,0.72,0.19,1.1702,17
45481,3,6,4.42,4.19,-2.81,4,True,4.41,-2.59,4,True,3.96,0.35,1.23,1.0468,9
45482,3,6,5.24,4.96,4.96,4,True,5.26,5.26,3,False,4.95,0.69,0.21,1.0111,15
45483,3,6,5.24,5.32,5.32,3,False,5.11,5.11,3,False,4.83,0.42,0.28,0.8029,3
45484,3,6,6.27,6.12,6.12,3,False,6.57,6.57,3,False,6.01,0.73,3.16,1.1543,10
45485,3,6,4.46,4.68,4.68,4,True,5.29,5.29,3,False,4.77,0.31,3.06,0.813,14
45486,3,6,9.12,8.71,-1.29,5,True,8.27,-1.73,5,True,7.72,0.67,2.03,1.2745,0
45487,3,6,10.69,11.03,-3.97,4,True,10.76,-4.24,4,True,10.14,1.46,1.89,0.7367,1
45488,3,6,5.48,5.53,5.53,3,False,5.25,5.25,3,False,4.5,0.52,2.62,1.2088,23
45489,3,6,5.61,5.47,1.47,5,True,5.42,1.42,5,True,4.71,0.64,3.73,1.0529,25
45490,3,6,5.54,5.5,5.5,3,False,5.59,5.59,3,False,5.28,0.41,0.58,0.8693,12
45491,3,6,6.02,5.63,2.63,4,True,5.71,2.71,4,True,5.36,0.66,1.03,0.774,0
45492,3,6,4.03,4.36,4.36,4,True,3.92,3.92,4,True,3.73,0.5,3.55,1.2323,7
45493,3,6,8.74,8.92,5.92,3,False,9.11,6.11,3,False,8.26,0.49,0.46,1.0938,26
45494,3,6,10.2,9.62,6.62,3,False,10.88,7.88,3,False,9.27,1.21,1.71,0.8819,14
45495,3,6,5.87,6.31,-11.69,2,False,6.15,-11.85,2,False,5.5,0.53,1.21,1.0065,14
45496,3,6,4.36,4.58,4.58,4,True,4.6,4.6,4,True,4.13,0.33,1.71,1.0588,6
45497,3,6,5.79,4.99,4.99,4,True,5.58,5.58,3,False,5.23,0.53,2.08,1.2229,27
45498,3,6,6.32,5.88,-4.12,4,True,6.16,-3.84,4,True,5.46,0.77,4.48,0.9796,7
45499,3,6,5.58,5.85,-1.15,5,True,6.11,-0.89,5,True,5.47,0.82,2.41,0.9299,7
45500,3,6,8.26,7.62,7.62,3,False,8,8,3,False,7.05,1.09,4.41,0.8815,3
45501,3,6,9.57,9.23,-5.77,3,False,9.48,-5.52,3,False,8.66,0.78,3.76,1.0209,26
45502,3,6,5.94,5.81,5.81,3,False,6.13,6.13,3,False,5.45,0.88,3.17,1.0719,29
45503,3,6,5.16,5.13,4.13,4,True,5.01,4.01,4,True,4.46,0.39,0.18,0.8145,12
45504,3,6,4.65,4.5,0.5,5,True,4.54,0.54,5,True,4.15,0.57,0.18,1.0091,22
45505,3,6,2.59,2.61,1.61,5,True,2.22,1.22,5,True,2.02,0.16,1.48,0.7228,5
45506,3,6,4.11,4.03,1.03,5,True,3.82,0.82,5,True,3.54,0.57,3.33,0.8442,27
45507,3,6,5.55,5.22,5.22,3,False,5.74,5.74,3,False,5.08,0.5,2.46,0.8799,12
45508,3,6,5.08,5.03,5.03,3,False,5.42,5.42,3,False,4.94,0.79,2.62,1.0654,15
45509,3,6,3.22,3.33,3.33,4,True,3.87,3.87,4,True,3.49,0.29,2.79,0.8985,14
45510,3,6,2.94,2.56,-7.44,3,False,2.66,-7.34,3,False,2.37,0.15,2.08,1.1592,0
45511,3,6,2.53,2.8,-1.2,5,True,3.04,-0.96,5,True,2.62,0.26,4.5,1.0152,11
45512,3,6,3.63,3.77,3.77,4,True,3.78,3.78,4,True,3.6,0.53,1.87,1.0732,1
45513,3,6,3.44,3.08,-0.92,5,True,2.83,-1.17,5,True,2.49,0.23,1.48,0.8263,10
45514,3,6,5.49,5.56,5.56,3,False,5.73,5.73,3,False,5.21,0.61,0.19,0.8774,13
45515,3,6,6.73,6.3,6.3,3,False,6.3,6.3,3,False,5.36,0.79,3.66,0.9759,9
45516,3,6,2.87,2.94,-0.06,5,True,2.73,-0.27,5,True,2.44,0.19,0.72,1.0457,12
45517,3,6,3,2.89,2.89,4,True,2.64,2.64,4,True,2.5,0.38,0.79,0.7665,14
45518,3,6,3.33,3.04,2.04,4,True,3.36,2.36,4,True,3.1,0.2,3.95,0.8619,17
45519,3,6,2.51,2.46,-6.54,3,False,2.34,-6.66,3,False,2.22,0.35,3.6,0.9535,29
45520,3,6,3.37,3.11,-4.89,4,True,3.05,-4.95,4,True,2.6,0.36,4.12,1.0518,7
45521,3,6,5.53,5.26,5.26,3,False,4.88,4.88,4,True,4.27,0.69,3.43,1.0081,21
45522,3,6,6.23,6.17,-0.83,5,True,6.98,-0.02,5,True,6.58,0.89,3.29,1.0946,3
45523,3,6,3.02,2.88,-1.12,5,True,2.66,-1.34,5,True,2.27,0.23,3.9,1.0113,27
45524,3,6,2.62,2.42,2.42,4,True,2.75,2.75,4,True,2.46,0.37,1.49,0.748,17
45525,3,6,2.85,2.94,-1.06,5,True,3.27,-0.73,5,True,2.84,0.32,1.75,1.2254,16
45526,3,6,3.06,2.84,-1.16,5,True,2.99,-1.01,5,True,2.72,0.3,0.99,1.243,2
45527,3,6,2.77,2.52,2.52,4,True,2.9,2.9,4,True,2.66,0.31,1.89,1.1556,6
45528,3,6,5.15,5.3,0.3,5,True,5.75,0.75,5,True,5.46,0.73,0.01,1.2585,10
45529,3,6,6.47,6.24,1.24,5,True,6.46,1.46,5,True,5.52,0.7,0.89,0.9876,23
45530,3,6,3.2,3.35,3.35,4,True,3.45,3.45,4,True,2.97,0.25,1.28,0.9551,19
45531,3,6,2.88,2.96,-7.04,3,False,3,-7,3,False,2.76,0.33,3.88,1.183,29
45532,3,6,3.64,3.82,3.82,4,True,4.13,4.13,4,True,3.54,0.4,4.26,1.2135,19
45533,3,6,3.05,2.77,2.77,4,True,2.99,2.99,4,True,2.56,0.19,1.44,0.8553,0
45534,3,6,3.32,3.23,-4.77,4,True,3.59,-4.41,4,True,3.38,0.52,1.92,0.8161,20
45535,3,6,4.41,4.41,0.41,5,True,4.65,0.65,5,True,4.33,0.51,4.99,1.1161,20
45536,3,6,10.25,10.03,6.03,3,False,9.94,5.94,3,False,9.39,0.71,2.25,0.8398,11
45537,3,6,4.18,4.06,-2.94,4,True,3.61,-3.39,4,True,3.08,0.4,4.89,1.0731,12
45538,3,6,4.54,4.38,4.38,4,True,4.4,4.4,4,True,3.74,0.35,1.54,1.0396,9
45539,3,6,5,4.7,1.7,5,True,5.11,2.11,4,True,4.45,0.37,2.6,1.1068,24
45540,3,6,5.66,5.15,5.15,3,False,5.59,5.59,3,False,4.85,0.77,3.77,1.0508,15
45541,3,6,5.58,4.87,4.87,4,True,4.97,4.97,4,True,4.48,0.32,0.34,0.7911,6
45542,3,6,9.06,8.74,-14.26,2,False,9.74,-13.26,3,False,8.98,1.25,0.67,0.7448,2
45543,3,6,11.69,11.58,-3.42,4,True,13.01,-1.99,5,True,11.61,1.5,4.15,1.1099,13
45544,3,6,4.5,4.05,4.05,4,True,4.19,4.19,4,True,3.89,0.52,4.38,1.2259,1
45545,3,6,5.78,5.17,5.17,3,False,5.19,5.19,3,False,4.78,0.41,3.78,1.1118,29
45546,3,6,4.83,4.17,4.17,4,True,4.1,4.1,4,True,3.63,0.41,4.14,1.2371,22
45547,3,6,5.21,5,5,4,True,5.49,5.49,3,False,4.8,0.43,0.55,1.1954,16
45548,3,6,6.5,6.38,6.38,3,False,7,7,3,False,6.32,0.66,0.55,1.0932,29
45549,3,6,9,8.47,-1.53,5,True,8.58,-1.42,5,True,7.88,1.25,0.49,1.2432,0
45550,3,6,9.06,8.93,8.93,3,False,9.42,9.42,3,False,8.6,0.87,1.21,0.9018,1
45551,3,6,5.11,4.88,0.88,5,True,4.47,0.47,5,True,4.05,0.36,1.54,0.7003,28
45552,3,6,6.25,6.4,6.4,3,False,5.97,5.97,3,False,5.08,0.3,4.66,1.0593,12
45553,3,6,4.94,4.19,2.19,4,True,4.48,2.48,4,True,3.92,0.28,2.04,0.9401,4
45554,3,6,4.73,5,5,4,True,4.74,4.74,4,True,4.2,0.64,4.79,1.2745,27
45555,3,6,5.77,5.37,5.37,3,False,5.74,5.74,3,False,5.26,0.71,4.81,0.8219,0
45556,3,6,7.43,7.11,7.11,3,False,7.54,7.54,3,False,6.53,0.48,4.07,1.2369,19
45557,3,6,7.94,7.39,-12.61,2,False,7.98,-12.02,2,False,6.8,0.67,3.99,0.7361,19
45558,3,6,5.57,5.59,5.59,3,False,5.64,5.64,3,False,5.15,0.79,2,0.7787,14
45559,3,6,4.9,4.76,1.76,5,True,4.8,1.8,5,True,4.31,0.64,0.43,0.8494,5
45560,3,6,4.93,4.91,-9.09,3,False,4.82,-9.18,3,False,4.45,0.46,3.87,1.0746,22
45561,3,6,5.66,5.61,-1.39,5,True,5.87,-1.13,5,True,5.47,0.35,2.35,0.9798,20
45562,3,6,4.61,4.69,4.69,4,True,4.66,4.66,4,True,4.29,0.52,2.33,1.1504,26
45563,3,6,8.78,8.48,-1.52,5,True,8.63,-1.37,5,True,7.99,0.47,1.96,1.2164,25
45564,3,6,9.27,8.76,8.76,3,False,8.29,8.29,3,False,7.25,1.02,3.74,1.2882,12
45565,3,6,5.23,5.11,5.11,3,False,5.32,5.32,3,False,4.97,0.51,3.41,1.2369,13
45566,3,6,5.64,6.09,4.09,4,True,6.02,4.02,4,True,5.57,0.63,2.06,1.0072,28
45567,3,6,4.53,4.93,4.93,4,True,5.01,5.01,3,False,4.37,0.48,0.26,1.1878,16
45568,3,6,5.77,5.39,3.39,4,True,6.15,4.15,4,True,5.34,0.8,0.08,1.2815,25
45569,3,6,4.74,4.26,3.26,4,True,4.46,3.46,4,True,4.18,0.66,2.49,1.2111,0
45570,3,6,12.69,12.41,12.41,2,False,13.07,13.07,2,False,11.86,1.68,1.04,1.0053,16
45571,3,6,7.05,6.45,0.45,5,True,7.21,1.21,5,True,6.48,1.08,1.57,1.102,0
45572,3,6,5.05,5.18,1.18,5,True,6.12,2.12,4,True,5.52,0.75,4.68,1.2507,5
45573,3,6,6.39,6.3,4.3,4,True,6.73,4.73,4,True,5.76,0.72,3.06,0.8606,10
45574,3,6,5.87,5.95,-1.05,5,True,6.41,-0.59,5,True,5.78,0.79,0.5,1.1351,11
45575,3,6,5.26,5.1,-5.9,3,False,4.83,-6.17,3,False,4.36,0.55,0.36,1.2303,25
45576,3,6,5.59,5.41,4.41,4,True,5.2,4.2,4,True,4.65,0.47,0.51,1.1743,15
45577,3,6,11.95,11.43,2.43,4,True,11.07,2.07,4,True,10.3,1.55,0.66,1.103,20
45578,3,6,10.33,10.14,-3.86,4,True,10.56,-3.44,4,True,9.97,0.67,3.06,0.9143,27
45579,3,6,4.99,5.18,-1.82,5,True,5.6,-1.4,5,True,4.93,0.31,4.46,1.1724,9
45580,3,6,5.47,5.52,1.52,5,True,5.44,1.44,5,True,4.73,0.64,4.36,0.7414,15
45581,3,6,5.57,5.65,-6.35,3,False,5.46,-6.54,3,False,4.79,0.36,2.2,0.9403,12
45582,3,6,5.3,4.81,4.81,4,True,5.47,5.47,3,False,4.68,0.47,2.72,1.2998,21
45583,3,6,6.39,6.01,-1.99,5,True,5.94,-2.06,4,True,5.43,0.35,2.37,1.0042,21
45584,3,6,11.34,10.79,10.79,2,False,10.72,10.72,2,False,9.33,0.86,2.77,1.036,5
45585,3,6,10.23,9.88,-8.12,3,False,9.86,-8.14,3,False,8.95,0.97,0.22,1.2006,4
45586,3,6,5.43,5.55,5.55,3,False,5.84,5.84,3,False,4.96,0.62,0.01,1.2368,15
45587,3,6,6.87,6.99,6.99,3,False,7.37,7.37,3,False,6.47,0.92,2.25,0.7717,4
45588,3,6,7.2,6.98,-8.02,3,False,7.39,-7.61,3,False,6.77,0.79,3.31,0.9232,18
45589,3,6,4.93,4.68,1.68,5,True,4.71,1.71,5,True,4.38,0.44,4.53,1.0646,26
45590,3,6,4.91,4.61,-5.39,3,False,4.94,-5.06,3,False,4.3,0.69,2.4,0.8166,12
45591,3,6,11.93,11.85,-8.15,3,False,12.24,-7.76,3,False,10.76,1.25,3.65,0.9918,6
45592,3,6,10.6,10.11,10.11,2,False,10,10,3,False,8.53,1.13,1.18,1.1692,11
45593,3,6,6.53,6.4,6.4,3,False,5.79,5.79,3,False,5.37,0.62,2.77,0.9497,10
45594,3,6,5.7,5.9,5.9,3,False,6.18,6.18,3,False,5.78,0.75,2.07,1.1294,15
45595,3,6,6.09,6.1,6.1,3,False,5.9,5.9,3,False,5.41,0.57,2.37,0.8084,26
45596,3,6,5.92,5.61,5.61,3,False,5.83,5.83,3,False,4.99,0.73,3.22,1.2477,6
45597,3,6,8.57,7.81,-2.19,4,True,7.45,-2.55,4,True,6.82,0.63,4.88,1.1346,10
45598,3,6,12.77,12.3,12.3,2,False,13.18,13.18,2,False,12.3,1.84,3.63,1.0634,20
45599,3,6,12.57,12.13,2.13,4,True,12.9,2.9,4,True,11.77,1.11,1.13,1.1419,22
45600,3,6,7.62,7.36,-2.64,4,True,7.54,-2.46,4,True,7.14,0.98,0.73,0.7878,14
45601,3,6,7.19,7.11,2.11,4,True,7.49,2.49,4,True,6.54,0.82,4.61,0.715,10
45602,3,6,8.39,8.43,8.43,3,False,9.14,9.14,3,False,8.26,1.35,2.75,0.8953,25
45603,3,6,8.71,8.21,5.21,3,False,9.48,6.48,3,False,8.14,0.54,3.55,1.1407,29
45604,3,6,7.04,6.76,3.76,4,True,7.04,4.04,4,True,6.06,0.87,2.49,1.0705,22
45605,3,6,11.32,10.14,4.14,4,True,10.38,4.38,4,True,9.03,1.49,4.11,1.1164,6
45606,3,6,14.13,13.28,-15.72,3,False,13.06,-15.94,3,False,12.39,0.76,4.74,1.0516,25
45607,3,6,6.94,6.82,-5.18,3,False,6.96,-5.04,3,False,6.11,0.71,2.29,0.7524,15
45608,3,6,7.39,7.08,7.08,3,False,6.84,6.84,3,False,6.36,0.76,1.25,1.269,23
45609,3,6,8.46,7.22,-6.78,3,False,7.84,-6.16,3,False,6.85,0.83,4.61,1.0177,10
45610,3,6,9.56,8.54,5.54,3,False,9.16,6.16,3,False,8.16,0.93,3.01,0.8826,8
45611,3,6,7.65,7.96,5.96,3,False,8.05,6.05,3,False,6.99,0.81,1.23,0.7432,11
45612,3,6,11.15,10.16,10.16,2,False,10.76,10.76,2,False,10.09,0.74,0.26,1.1962,13
45613,3,6,12.07,11.53,-13.47,3,False,12.41,-12.59,3,False,11.51,1.23,4.16,1.0935,12
45614,3,6,7.73,7.19,3.19,4,True,7.35,3.35,4,True,6.32,0.87,4.07,1.2211,15
45615,3,6,7.77,7.32,7.32,3,False,6.97,6.97,3,False,6.06,0.58,4.6,1.1865,28
45616,3,6,6.23,5.46,-5.54,3,False,6.11,-4.89,4,True,5.68,0.5,3.02,1.2657,1
45617,3,6,9.5,8.76,0.76,5,True,9.36,1.36,5,True,8.52,0.89,4.37,0.7225,18
45618,3,6,7.11,7.29,7.29,3,False,7.55,7.55,3,False,6.53,0.78,2.6,1.0682,26
45619,3,6,14.42,13.89,13.89,2,False,14.48,14.48,2,False,12.35,1.64,1.87,1.0488,4
45620,3,6,14.3,13.19,9.19,3,False,12.29,8.29,3,False,11.45,1.5,2.27,1.1426,27
45621,3,6,6.86,6.44,6.44,3,False,6.98,6.98,3,False,6.2,0.62,0.94,0.9438,28
45622,3,6,8.62,8.05,8.05,3,False,8.93,8.93,3,False,8.25,0.57,0.96,1.2936,0
45623,3,6,6.83,6.23,6.23,3,False,6.62,6.62,3,False,5.99,0.6,1.46,1.0192,3
45624,3,6,6.77,6.77,6.77,3,False,6.47,6.47,3,False,5.85,0.53,2.28,0.8131,26
45625,3,6,7.91,7.25,7.25,3,False,7.11,7.11,3,False,6.18,0.93,1.72,0.9744,18
45626,3,6,16.02,15.92,15.92,2,False,16.02,16.02,2,False,13.65,2.07,0.53,1.217,28
45627,3,6,12.58,12.39,12.39,2,False,13.15,13.15,2,False,11.67,1.67,1.02,0.9663,23
45628,3,6,5.99,6.04,6.04,3,False,6.8,6.8,3,False,5.92,0.77,2.95,1.2737,0
45629,3,6,7.98,8.26,0.26,5,True,8.24,0.24,5,True,7.18,0.55,4.26,1.2088,3
45630,3,6,7.12,6.79,-1.21,5,True,7.04,-0.96,5,True,6.17,0.84,2.87,1.0414,14
45631,3,6,8.59,7.96,6.96,3,False,9.27,8.27,3,False,8.15,1.19,1.53,1.2088,13
45632,3,6,8.71,8.21,-1.79,5,True,8.12,-1.88,5,True,7.23,0.79,4.75,1.1809,22
45633,3,6,12.56,13.14,9.14,3,False,13.17,9.17,3,False,12.17,1.58,1.49,0.7077,22
45634,3,6,11.68,11.35,-11.65,3,False,12.79,-10.21,3,False,11.55,0.9,4.05,1.12,23
45635,3,6,8.88,8.85,8.85,3,False,8.56,8.56,3,False,7.96,0.71,1.36,0.8868,19
45636,3,6,6.37,6.88,-0.12,5,True,7.4,0.4,5,True,6.98,0.89,4.22,0.8488,10
45637,3,6,9.01,9.1,9.1,3,False,9.12,9.12,3,False,8.11,0.58,3.19,1.2018,24
45638,3,6,6.72,6.49,-4.51,4,True,6.56,-4.44,4,True,5.74,0.39,2.14,1.0447,1
45639,3,6,8.4,7.61,7.61,3,False,8.45,8.45,3,False,7.98,1.11,1.28,0.8646,25
45640,3,6,14.39,15.25,-11.75,3,False,15.67,-11.33,3,False,14.27,0.83,1.71,1.2845,17
45641,3,6,16.97,16.97,14.97,2,False,18.07,16.07,2,False,16.97,2.54,1.33,0.9267,7
45642,3,6,7.32,6.82,6.82,3,False,7.35,7.35,3,False,6.86,0.94,0.98,1.1724,24
45643,3,6,9.2,8.7,-6.3,3,False,8.79,-6.21,3,False,7.93,1.06,0.58,1.2335,1
45644,3,6,7.41,7.49,4.49,4,True,7.47,4.47,4,True,6.74,1.03,2.9,1.0818,0
45645,3,6,7.22,6.51,6.51,3,False,7.16,7.16,3,False,6.37,0.38,4.61,0.8271,6
45646,3,6,8.19,8.47,3.47,4,True,8.93,3.93,4,True,7.98,0.58,3.6,0.9659,4
45647,3,6,11.31,10.98,10.98,2,False,10.79,10.79,2,False,9.57,1.56,4.94,0.9214,0
45648,3,6,15.84,14.05,14.05,2,False,14.19,14.19,2,False,12.7,1.25,0.43,0.7192,19
45649,3,6,8.97,8.85,-3.15,4,True,7.88,-4.12,4,True,7.39,1.02,0.23,1.2372,9
45650,3,6,8.61,9.63,9.63,3,False,9.84,9.84,3,False,8.42,1.09,3.77,0.8578,20
45651,3,6,7.35,7.23,3.23,4,True,7.53,3.53,4,True,6.81,1.08,1.07,1.1301,14
45652,3,6,7.11,6.64,-1.36,5,True,7.21,-0.79,5,True,6.31,0.69,1.61,0.7638,19
45653,3,6,7.49,6.15,6.15,3,False,6.71,6.71,3,False,6.33,0.67,4.01,0.8417,7
45654,3,6,16.24,16.17,12.17,2,False,16.93,12.93,2,False,15.44,2.34,0.79,0.8581,27
45655,3,6,11.86,12.17,-1.83,5,True,13.17,-0.83,5,True,11.52,1.44,4.24,1.2398,4
45656,3,6,6.57,5.65,5.65,3,False,5.35,5.35,3,False,4.75,0.6,2.94,0.7211,19
